SessionID;StudentLevel;Discipline;SessionDate;SessionLengthMin;TotalPrompts;TaskType;AI_AssistanceLevel;FinalOutcome;UsedAgain;SatisfactionRating
SESSION01318;Undergraduate;Psychology;21/07/2024;153;4;Brainstorming;3;Idea Drafted;VERDADERO;32
SESSION01319;Undergraduate;Math;03/05/2025;1602;3;Studying;4;Assignment Completed;FALSO;49
SESSION01320;Undergraduate;Computer Science;10/08/2024;189;4;Writing;4;Idea Drafted;FALSO;50
SESSION01321;Undergraduate;Computer Science;28/05/2025;2408;7;Homework Help;3;Assignment Completed;VERDADERO;33
SESSION01322;Undergraduate;Biology;14/01/2025;1819;3;Homework Help;3;Confused;FALSO;25
SESSION01323;Graduate;Business;27/02/2025;54;1;Coding;3;Gave Up;FALSO;32
SESSION01324;Graduate;Computer Science;19/04/2025;616;1;Writing;5;Idea Drafted;FALSO;47
SESSION01325;High School;Math;02/02/2025;563;1;Studying;4;Gave Up;FALSO;32
SESSION01326;Undergraduate;Business;13/10/2024;2164;6;Writing;3;Gave Up;VERDADERO;19
SESSION01327;Graduate;Biology;05/08/2024;2775;8;Homework Help;3;Assignment Completed;VERDADERO;33
SESSION01328;Undergraduate;Business;19/01/2025;1265;2;Homework Help;3;Gave Up;FALSO;13
SESSION01329;Graduate;Business;15/10/2024;1615;4;Coding;2;Confused;VERDADERO;19
SESSION01330;High School;Psychology;19/09/2024;1639;4;Coding;3;Confused;FALSO;29
SESSION01331;High School;Engineering;21/09/2024;692;2;Coding;3;Idea Drafted;VERDADERO;24
SESSION01332;Undergraduate;History;25/11/2024;4139;10;Homework Help;3;Gave Up;FALSO;26
SESSION01333;Graduate;History;15/01/2025;3253;13;Writing;5;Assignment Completed;VERDADERO;43
SESSION01334;Undergraduate;History;26/12/2024;221;1;Writing;3;Confused;FALSO;26
SESSION01335;Graduate;Computer Science;04/11/2024;2923;6;Studying;3;Idea Drafted;VERDADERO;25
SESSION01336;Undergraduate;Business;15/05/2025;2984;5;Research;4;Assignment Completed;VERDADERO;50
SESSION01337;Undergraduate;History;04/07/2024;2438;4;Coding;3;Confused;VERDADERO;24
SESSION01338;Undergraduate;Math;06/02/2025;1087;2;Studying;3;Assignment Completed;FALSO;40
SESSION01339;Undergraduate;Math;17/08/2024;2893;13;Writing;3;Confused;VERDADERO;13
SESSION01340;Graduate;History;13/04/2025;1405;4;Writing;4;Confused;FALSO;42
SESSION01341;High School;Math;29/11/2024;3879;9;Research;3;Assignment Completed;VERDADERO;23
SESSION01342;Undergraduate;Business;07/09/2024;2017;4;Homework Help;5;Idea Drafted;VERDADERO;50
SESSION01343;Graduate;Psychology;29/08/2024;435;1;Writing;3;Idea Drafted;VERDADERO;31
SESSION01344;Undergraduate;Engineering;06/05/2025;1871;6;Writing;3;Assignment Completed;VERDADERO;29
SESSION01345;Undergraduate;Engineering;31/03/2025;583;1;Writing;4;Assignment Completed;VERDADERO;28
SESSION01346;Undergraduate;Math;24/08/2024;1348;4;Writing;5;Idea Drafted;VERDADERO;50
SESSION01347;Undergraduate;Psychology;24/06/2025;4323;15;Studying;4;Assignment Completed;VERDADERO;49
SESSION01348;Undergraduate;Biology;15/09/2024;653;1;Homework Help;4;Confused;VERDADERO;34
SESSION01349;Undergraduate;History;14/02/2025;262;8;Coding;3;Assignment Completed;VERDADERO;33
SESSION01350;High School;History;12/02/2025;598;2;Research;4;Confused;VERDADERO;49
SESSION01351;Undergraduate;Math;06/01/2025;362;7;Homework Help;4;Assignment Completed;VERDADERO;47
SESSION01352;Undergraduate;Math;20/08/2024;1171;2;Research;4;Assignment Completed;FALSO;32
SESSION01353;Undergraduate;Math;22/07/2024;3497;13;Homework Help;5;Assignment Completed;FALSO;50
SESSION01354;Undergraduate;Computer Science;25/09/2024;1635;5;Research;4;Idea Drafted;FALSO;35
SESSION01355;Undergraduate;Computer Science;16/12/2024;2599;11;Studying;4;Assignment Completed;FALSO;48
SESSION01356;Undergraduate;Business;08/10/2024;556;12;Studying;3;Gave Up;FALSO;24
SESSION01357;High School;History;01/11/2024;3162;8;Coding;3;Confused;FALSO;35
SESSION01358;Undergraduate;Math;02/11/2024;2243;9;Studying;2;Assignment Completed;VERDADERO;15
SESSION01359;Graduate;History;03/12/2024;963;2;Homework Help;4;Assignment Completed;VERDADERO;38
SESSION01360;Graduate;Business;23/07/2024;1611;4;Coding;4;Assignment Completed;VERDADERO;45
SESSION01361;Undergraduate;Engineering;29/07/2024;163;1;Coding;4;Idea Drafted;VERDADERO;37
SESSION01362;High School;Psychology;01/10/2024;507;1;Writing;3;Assignment Completed;VERDADERO;34
SESSION01363;Graduate;Computer Science;21/06/2025;986;3;Research;2;Confused;VERDADERO;19
SESSION01364;Undergraduate;History;08/07/2024;2556;9;Studying;2;Idea Drafted;VERDADERO;25
SESSION01365;Undergraduate;Computer Science;21/03/2025;687;1;Homework Help;4;Idea Drafted;VERDADERO;46
SESSION01366;Undergraduate;Computer Science;09/04/2025;541;2;Research;3;Idea Drafted;FALSO;26
SESSION01367;Undergraduate;Business;22/05/2025;709;2;Studying;4;Assignment Completed;VERDADERO;41
SESSION01368;High School;Biology;03/04/2025;1059;3;Studying;3;Gave Up;FALSO;31
SESSION01369;Undergraduate;History;16/10/2024;461;1;Homework Help;4;Confused;FALSO;50
SESSION01370;Undergraduate;Computer Science;13/08/2024;891;4;Homework Help;4;Assignment Completed;VERDADERO;48
SESSION01371;Graduate;Math;11/01/2025;2617;10;Writing;3;Assignment Completed;FALSO;37
SESSION01372;Graduate;Psychology;18/01/2025;711;3;Coding;5;Assignment Completed;FALSO;49
SESSION01373;High School;Biology;29/11/2024;3891;10;Studying;3;Assignment Completed;FALSO;23
SESSION01374;Undergraduate;Business;24/06/2025;2508;7;Studying;4;Confused;FALSO;37
SESSION01375;Undergraduate;History;10/04/2025;1776;6;Writing;2;Idea Drafted;VERDADERO;32
SESSION01376;Undergraduate;Psychology;10/07/2024;52;1;Homework Help;2;Assignment Completed;VERDADERO;38
SESSION01377;Undergraduate;Engineering;12/05/2025;2702;8;Writing;2;Assignment Completed;FALSO;22
SESSION01378;Undergraduate;Math;13/11/2024;298;9;Studying;3;Assignment Completed;VERDADERO;32
SESSION01379;High School;Engineering;23/02/2025;4488;11;Homework Help;4;Assignment Completed;VERDADERO;38
SESSION01380;Undergraduate;Computer Science;02/07/2024;886;3;Writing;4;Confused;FALSO;36
SESSION01381;Undergraduate;Engineering;22/04/2025;1253;3;Writing;3;Assignment Completed;FALSO;23
SESSION01382;Undergraduate;Engineering;27/04/2025;4268;13;Brainstorming;2;Gave Up;VERDADERO;22
SESSION01383;Graduate;Engineering;02/11/2024;409;1;Coding;4;Assignment Completed;VERDADERO;35
SESSION01384;Undergraduate;Business;24/09/2024;1577;7;Writing;5;Idea Drafted;FALSO;48
SESSION01385;Undergraduate;Math;01/01/2025;2077;6;Studying;4;Confused;FALSO;50
SESSION01386;Undergraduate;Business;22/06/2025;1941;8;Writing;3;Assignment Completed;VERDADERO;27
SESSION01387;Undergraduate;Computer Science;24/11/2024;2464;6;Writing;5;Assignment Completed;VERDADERO;50
SESSION01388;Undergraduate;Engineering;07/12/2024;191;1;Coding;3;Assignment Completed;VERDADERO;32
SESSION01389;High School;Computer Science;10/12/2024;3151;9;Writing;4;Idea Drafted;VERDADERO;31
SESSION01390;Undergraduate;History;27/04/2025;1834;4;Writing;2;Idea Drafted;VERDADERO;10
SESSION01391;Undergraduate;Psychology;08/04/2025;889;2;Writing;5;Idea Drafted;VERDADERO;50
SESSION01392;High School;History;12/07/2024;3404;9;Research;3;Assignment Completed;VERDADERO;33
SESSION01393;Undergraduate;History;11/01/2025;93;2;Coding;2;Assignment Completed;VERDADERO;14
SESSION01394;Graduate;History;20/03/2025;2281;6;Homework Help;3;Confused;FALSO;25
SESSION01395;Undergraduate;Business;31/07/2024;1994;6;Coding;3;Confused;VERDADERO;27
SESSION01396;Undergraduate;Computer Science;08/08/2024;1646;4;Writing;3;Idea Drafted;FALSO;33
SESSION01397;High School;Biology;09/04/2025;1218;4;Writing;2;Assignment Completed;VERDADERO;23
SESSION01398;Undergraduate;Biology;13/08/2024;1998;4;Coding;4;Assignment Completed;VERDADERO;37
SESSION01399;Undergraduate;Psychology;06/12/2024;2157;4;Studying;4;Idea Drafted;VERDADERO;31
SESSION01400;Undergraduate;History;23/04/2025;3133;15;Coding;3;Assignment Completed;VERDADERO;47
SESSION01401;Undergraduate;Math;18/05/2025;2692;13;Coding;3;Assignment Completed;VERDADERO;35
SESSION01402;Undergraduate;Psychology;30/06/2024;1501;5;Homework Help;5;Gave Up;FALSO;50
SESSION01403;Undergraduate;Math;23/06/2025;3282;14;Brainstorming;4;Idea Drafted;VERDADERO;50
SESSION01404;Graduate;Biology;10/07/2024;812;2;Writing;4;Gave Up;FALSO;45
SESSION01405;Undergraduate;Psychology;06/09/2024;507;1;Studying;3;Idea Drafted;VERDADERO;42
SESSION01406;High School;History;29/05/2025;2019;8;Coding;5;Assignment Completed;VERDADERO;50
SESSION01407;High School;Engineering;15/07/2024;1571;4;Writing;5;Confused;FALSO;49
SESSION01408;Graduate;Business;12/01/2025;2926;14;Studying;3;Idea Drafted;VERDADERO;26
SESSION01409;Graduate;Engineering;02/06/2025;4853;11;Coding;4;Confused;VERDADERO;39
SESSION01410;Undergraduate;History;10/09/2024;396;1;Homework Help;5;Idea Drafted;VERDADERO;23
SESSION01411;High School;Engineering;11/11/2024;3662;8;Studying;3;Idea Drafted;FALSO;27
SESSION01412;Undergraduate;Math;22/11/2024;2219;7;Studying;3;Assignment Completed;VERDADERO;38
SESSION01413;High School;Psychology;25/11/2024;5672;21;Coding;5;Idea Drafted;VERDADERO;49
SESSION01414;Undergraduate;Biology;02/06/2025;2273;8;Research;3;Assignment Completed;VERDADERO;42
SESSION01415;Undergraduate;Business;14/02/2025;579;1;Homework Help;5;Assignment Completed;VERDADERO;44
SESSION01416;High School;Engineering;28/07/2024;1331;4;Research;3;Idea Drafted;FALSO;31
SESSION01417;Undergraduate;Psychology;07/05/2025;1987;4;Homework Help;4;Assignment Completed;FALSO;50
SESSION01418;Undergraduate;Psychology;28/05/2025;503;2;Homework Help;3;Assignment Completed;VERDADERO;24
SESSION01419;High School;Engineering;16/04/2025;654;1;Writing;2;Assignment Completed;VERDADERO;28
SESSION01420;Graduate;Psychology;04/07/2024;2574;11;Studying;4;Assignment Completed;FALSO;44
SESSION01421;Graduate;Computer Science;21/11/2024;1672;3;Studying;5;Assignment Completed;VERDADERO;49
SESSION01422;Undergraduate;Engineering;22/08/2024;4591;9;Research;3;Assignment Completed;VERDADERO;21
SESSION01423;Undergraduate;Math;16/03/2025;1248;2;Coding;3;Assignment Completed;VERDADERO;41
SESSION01424;Undergraduate;Psychology;17/12/2024;1089;3;Writing;2;Assignment Completed;FALSO;16
SESSION01425;Undergraduate;Business;22/07/2024;110;3;Research;4;Idea Drafted;VERDADERO;36
SESSION01426;Graduate;Biology;26/10/2024;971;2;Studying;3;Assignment Completed;FALSO;42
SESSION01427;Undergraduate;Psychology;24/06/2025;2588;6;Writing;3;Assignment Completed;VERDADERO;31
SESSION01428;Graduate;Psychology;09/04/2025;451;1;Writing;4;Confused;VERDADERO;50
SESSION01429;High School;History;14/09/2024;936;2;Brainstorming;5;Confused;FALSO;50
SESSION01430;Undergraduate;Computer Science;01/08/2024;3376;11;Studying;4;Confused;VERDADERO;32
SESSION01431;High School;History;31/08/2024;2586;10;Writing;3;Idea Drafted;VERDADERO;28
SESSION01432;Undergraduate;History;18/04/2025;1076;5;Homework Help;3;Confused;FALSO;27
SESSION01433;Graduate;Psychology;16/09/2024;365;7;Homework Help;4;Confused;FALSO;38
SESSION01434;Graduate;History;30/09/2024;164;3;Coding;3;Confused;FALSO;26
SESSION01435;High School;History;07/06/2025;979;2;Homework Help;3;Assignment Completed;VERDADERO;31
SESSION01436;Undergraduate;Biology;03/11/2024;1641;4;Homework Help;4;Assignment Completed;VERDADERO;43
SESSION01437;Undergraduate;Computer Science;09/11/2024;1576;6;Homework Help;5;Gave Up;VERDADERO;50
SESSION01438;Graduate;Computer Science;14/07/2024;2086;6;Coding;3;Assignment Completed;VERDADERO;24
SESSION01439;Undergraduate;Computer Science;07/05/2025;1794;4;Homework Help;3;Confused;FALSO;26
SESSION01440;Undergraduate;Business;07/12/2024;822;1;Writing;3;Confused;FALSO;10
SESSION01441;High School;Business;07/01/2025;4346;11;Research;4;Assignment Completed;VERDADERO;30
SESSION01442;Undergraduate;Business;23/01/2025;2486;8;Homework Help;2;Confused;FALSO;33
SESSION01443;Undergraduate;History;03/09/2024;274;7;Brainstorming;3;Idea Drafted;VERDADERO;30
SESSION01444;Undergraduate;Psychology;10/12/2024;2299;6;Studying;3;Confused;FALSO;50
SESSION01445;High School;History;01/02/2025;863;2;Studying;4;Assignment Completed;VERDADERO;50
SESSION01446;Undergraduate;Computer Science;05/08/2024;471;1;Coding;3;Assignment Completed;VERDADERO;41
SESSION01447;High School;Math;29/12/2024;113;2;Writing;5;Assignment Completed;VERDADERO;50
SESSION01448;Undergraduate;Biology;22/02/2025;541;1;Writing;4;Idea Drafted;VERDADERO;50
SESSION01449;Graduate;Psychology;19/05/2025;158;1;Studying;3;Gave Up;FALSO;48
SESSION01450;High School;Business;29/12/2024;2771;8;Coding;3;Assignment Completed;VERDADERO;19
SESSION01451;Undergraduate;Biology;05/12/2024;422;1;Brainstorming;4;Idea Drafted;VERDADERO;47
SESSION01452;Undergraduate;Math;16/04/2025;1855;5;Coding;4;Idea Drafted;VERDADERO;30
SESSION01453;Undergraduate;Engineering;28/01/2025;2313;9;Homework Help;5;Confused;VERDADERO;50
SESSION01454;Undergraduate;Psychology;01/03/2025;1064;2;Homework Help;4;Idea Drafted;VERDADERO;42
SESSION01455;Graduate;History;09/06/2025;1201;4;Brainstorming;1;Confused;VERDADERO;10
SESSION01456;Undergraduate;Computer Science;18/08/2024;1429;5;Writing;5;Confused;VERDADERO;49
SESSION01457;Undergraduate;History;20/02/2025;4598;17;Homework Help;3;Gave Up;FALSO;26
SESSION01458;Graduate;History;13/09/2024;2253;4;Homework Help;4;Confused;FALSO;33
SESSION01459;Graduate;Engineering;13/01/2025;1099;2;Studying;3;Assignment Completed;VERDADERO;42
SESSION01460;Undergraduate;Psychology;12/05/2025;2368;11;Coding;3;Confused;VERDADERO;26
SESSION01461;Undergraduate;History;04/10/2024;1318;3;Writing;5;Idea Drafted;VERDADERO;50
SESSION01462;Undergraduate;Business;14/10/2024;1556;4;Coding;5;Assignment Completed;VERDADERO;50
SESSION01463;Undergraduate;Math;11/04/2025;287;13;Homework Help;4;Idea Drafted;VERDADERO;40
SESSION01464;Undergraduate;History;09/07/2024;105;3;Coding;3;Idea Drafted;VERDADERO;10
SESSION01465;Undergraduate;Biology;07/08/2024;2136;4;Coding;3;Confused;FALSO;26
SESSION01466;Undergraduate;Math;26/09/2024;824;1;Studying;5;Idea Drafted;VERDADERO;50
SESSION01467;Graduate;History;20/10/2024;3371;11;Studying;1;Idea Drafted;VERDADERO;10
SESSION01468;Undergraduate;Math;07/06/2025;2233;6;Studying;4;Assignment Completed;VERDADERO;50
SESSION01469;Undergraduate;Psychology;25/01/2025;2998;7;Studying;2;Idea Drafted;VERDADERO;20
SESSION01470;Undergraduate;History;25/06/2024;3276;9;Writing;3;Idea Drafted;FALSO;21
SESSION01471;Undergraduate;Math;28/04/2025;57;1;Studying;4;Assignment Completed;VERDADERO;42
SESSION01472;High School;Computer Science;14/01/2025;2454;5;Writing;3;Idea Drafted;VERDADERO;43
SESSION01473;Undergraduate;Biology;14/12/2024;3472;7;Research;3;Confused;VERDADERO;34
SESSION01474;Undergraduate;Computer Science;23/04/2025;3313;6;Writing;3;Assignment Completed;VERDADERO;18
SESSION01475;Undergraduate;Engineering;07/09/2024;1442;5;Coding;3;Confused;VERDADERO;38
SESSION01476;High School;History;04/11/2024;87;1;Research;5;Confused;FALSO;50
SESSION01477;Undergraduate;Biology;17/10/2024;1202;4;Research;2;Assignment Completed;VERDADERO;26
SESSION01478;Undergraduate;Business;24/09/2024;1834;6;Homework Help;4;Assignment Completed;VERDADERO;35
SESSION01479;Undergraduate;Computer Science;26/12/2024;1249;2;Writing;4;Idea Drafted;VERDADERO;38
SESSION01480;Graduate;Computer Science;25/05/2025;1593;3;Coding;4;Assignment Completed;VERDADERO;31
SESSION01481;Undergraduate;Business;10/03/2025;1465;4;Coding;4;Assignment Completed;VERDADERO;50
SESSION01482;Undergraduate;Computer Science;13/06/2025;3112;8;Coding;4;Idea Drafted;VERDADERO;39
SESSION01483;Undergraduate;Biology;23/01/2025;1713;6;Writing;2;Idea Drafted;VERDADERO;27
SESSION01484;Undergraduate;Biology;06/04/2025;2566;5;Homework Help;3;Assignment Completed;VERDADERO;17
SESSION01485;Graduate;Math;06/06/2025;201;8;Writing;4;Assignment Completed;VERDADERO;28
SESSION01486;Undergraduate;Math;15/01/2025;1052;2;Writing;4;Confused;VERDADERO;36
SESSION01487;Undergraduate;Computer Science;16/08/2024;3408;9;Writing;5;Confused;VERDADERO;50
SESSION01488;Graduate;Business;29/11/2024;1816;5;Homework Help;3;Assignment Completed;FALSO;40
SESSION01489;Undergraduate;Engineering;11/07/2024;755;1;Homework Help;4;Confused;FALSO;27
SESSION01490;High School;Biology;14/09/2024;30;1;Research;5;Assignment Completed;VERDADERO;50
SESSION01491;High School;Engineering;22/09/2024;43;1;Coding;3;Assignment Completed;VERDADERO;27
SESSION01492;Undergraduate;Business;01/03/2025;736;1;Writing;3;Gave Up;FALSO;12
SESSION01493;Undergraduate;Engineering;16/11/2024;4276;9;Research;3;Assignment Completed;VERDADERO;41
SESSION01494;Undergraduate;History;17/02/2025;1975;8;Studying;4;Confused;VERDADERO;38
SESSION01495;Undergraduate;Math;01/04/2025;362;1;Brainstorming;4;Idea Drafted;VERDADERO;42
SESSION01496;High School;Math;11/08/2024;1858;4;Coding;3;Assignment Completed;VERDADERO;48
SESSION01497;Undergraduate;Computer Science;14/07/2024;634;1;Homework Help;3;Confused;FALSO;41
SESSION01498;Graduate;Computer Science;02/08/2024;378;1;Writing;4;Assignment Completed;VERDADERO;34
SESSION01499;Undergraduate;Math;10/03/2025;2169;6;Brainstorming;3;Assignment Completed;FALSO;37
SESSION01500;Graduate;Psychology;14/11/2024;1028;3;Homework Help;4;Assignment Completed;FALSO;39
SESSION01501;Undergraduate;Business;16/12/2024;2261;5;Writing;3;Confused;VERDADERO;36
SESSION01502;High School;Business;19/03/2025;280;6;Brainstorming;5;Idea Drafted;VERDADERO;45
SESSION01503;Undergraduate;Psychology;20/03/2025;1321;3;Writing;2;Assignment Completed;VERDADERO;10
SESSION01504;Undergraduate;Business;01/07/2024;1154;2;Research;3;Assignment Completed;VERDADERO;24
SESSION01505;Undergraduate;Biology;14/02/2025;2543;5;Homework Help;4;Assignment Completed;VERDADERO;48
SESSION01506;Undergraduate;Biology;09/05/2025;1634;4;Writing;4;Confused;FALSO;41
SESSION01507;Undergraduate;Psychology;12/07/2024;993;2;Coding;3;Assignment Completed;VERDADERO;28
SESSION01508;High School;Engineering;07/01/2025;1327;3;Studying;4;Assignment Completed;VERDADERO;45
SESSION01509;Undergraduate;History;14/11/2024;50;1;Writing;4;Idea Drafted;VERDADERO;41
SESSION01510;Undergraduate;Engineering;29/01/2025;878;2;Coding;3;Assignment Completed;VERDADERO;34
SESSION01511;Undergraduate;Engineering;04/02/2025;2278;6;Homework Help;5;Idea Drafted;VERDADERO;49
SESSION01512;Graduate;Computer Science;25/03/2025;109;4;Writing;3;Confused;VERDADERO;23
SESSION01513;Graduate;Psychology;19/07/2024;2348;5;Writing;5;Idea Drafted;VERDADERO;48
SESSION01514;Undergraduate;Math;01/05/2025;4445;13;Homework Help;4;Assignment Completed;VERDADERO;45
SESSION01515;Undergraduate;Computer Science;14/10/2024;2611;5;Writing;3;Gave Up;VERDADERO;15
SESSION01516;Undergraduate;Computer Science;12/10/2024;755;2;Writing;4;Assignment Completed;VERDADERO;50
SESSION01517;Undergraduate;Biology;01/02/2025;3237;13;Writing;3;Assignment Completed;FALSO;29
SESSION01518;Undergraduate;Business;02/09/2024;267;10;Homework Help;4;Idea Drafted;VERDADERO;50
SESSION01519;High School;Psychology;22/06/2025;2026;7;Homework Help;1;Confused;VERDADERO;16
SESSION01520;Undergraduate;History;30/06/2024;1971;3;Homework Help;3;Assignment Completed;FALSO;35
SESSION01521;Undergraduate;Business;28/03/2025;2258;7;Studying;4;Assignment Completed;VERDADERO;32
SESSION01522;Undergraduate;Engineering;16/12/2024;380;9;Writing;5;Idea Drafted;VERDADERO;50
SESSION01523;Undergraduate;Engineering;01/10/2024;3217;6;Homework Help;4;Confused;VERDADERO;44
SESSION01524;Undergraduate;Psychology;05/02/2025;1278;3;Writing;4;Confused;FALSO;45
SESSION01525;High School;History;03/05/2025;2257;8;Writing;2;Confused;FALSO;23
SESSION01526;Graduate;Math;27/08/2024;1485;3;Writing;4;Assignment Completed;VERDADERO;35
SESSION01527;Undergraduate;Business;27/11/2024;193;5;Writing;4;Confused;VERDADERO;39
SESSION01528;Undergraduate;Biology;13/04/2025;1272;2;Writing;4;Assignment Completed;VERDADERO;34
SESSION01529;Undergraduate;History;11/02/2025;936;2;Writing;2;Assignment Completed;VERDADERO;10
SESSION01530;Graduate;Biology;25/03/2025;854;2;Homework Help;5;Confused;FALSO;42
SESSION01531;Graduate;Engineering;01/02/2025;325;13;Brainstorming;5;Confused;VERDADERO;50
SESSION01532;Graduate;Computer Science;21/02/2025;1331;5;Coding;5;Assignment Completed;VERDADERO;44
SESSION01533;Graduate;Math;22/02/2025;1439;5;Homework Help;3;Gave Up;FALSO;30
SESSION01534;Undergraduate;Psychology;04/12/2024;2422;5;Brainstorming;2;Idea Drafted;VERDADERO;19
SESSION01535;Undergraduate;Biology;17/04/2025;3328;10;Studying;3;Assignment Completed;VERDADERO;50
SESSION01536;Undergraduate;Math;21/02/2025;1191;2;Homework Help;3;Gave Up;FALSO;29
SESSION01537;Undergraduate;Business;01/02/2025;238;7;Coding;4;Assignment Completed;FALSO;41
SESSION01538;High School;Computer Science;03/05/2025;2009;8;Studying;5;Confused;FALSO;50
SESSION01539;Graduate;History;16/11/2024;505;11;Coding;3;Idea Drafted;VERDADERO;37
SESSION01540;Undergraduate;Business;27/05/2025;2675;9;Writing;3;Confused;FALSO;28
SESSION01541;Undergraduate;Computer Science;23/04/2025;2028;9;Coding;4;Assignment Completed;VERDADERO;39
SESSION01542;Undergraduate;Business;06/03/2025;6325;13;Brainstorming;3;Assignment Completed;FALSO;26
SESSION01543;Undergraduate;Math;17/10/2024;484;1;Studying;2;Idea Drafted;VERDADERO;15
SESSION01544;Graduate;History;12/05/2025;320;7;Writing;2;Idea Drafted;VERDADERO;36
SESSION01545;Undergraduate;Engineering;24/01/2025;54;1;Homework Help;3;Assignment Completed;VERDADERO;37
SESSION01546;Undergraduate;Business;28/02/2025;4651;17;Writing;5;Assignment Completed;VERDADERO;50
SESSION01547;Undergraduate;Computer Science;13/02/2025;1413;4;Writing;2;Assignment Completed;VERDADERO;32
SESSION01548;Undergraduate;Engineering;14/04/2025;1892;5;Coding;4;Confused;VERDADERO;44
SESSION01549;High School;Psychology;12/02/2025;2101;5;Homework Help;3;Gave Up;FALSO;34
SESSION01550;Undergraduate;Computer Science;09/04/2025;4603;19;Writing;3;Assignment Completed;FALSO;29
SESSION01551;Undergraduate;Engineering;03/04/2025;1773;3;Writing;3;Assignment Completed;FALSO;36
SESSION01552;Graduate;Math;13/03/2025;253;11;Writing;4;Assignment Completed;VERDADERO;38
SESSION01553;Undergraduate;Engineering;14/03/2025;455;1;Studying;3;Confused;FALSO;38
SESSION01554;High School;Engineering;15/04/2025;951;4;Writing;3;Confused;VERDADERO;35
SESSION01555;Undergraduate;Engineering;21/05/2025;229;6;Studying;2;Assignment Completed;FALSO;20
SESSION01556;Undergraduate;Biology;18/12/2024;614;1;Studying;3;Idea Drafted;VERDADERO;34
SESSION01557;Graduate;Psychology;28/07/2024;1541;3;Coding;2;Gave Up;FALSO;23
SESSION01558;Undergraduate;History;04/06/2025;3883;9;Coding;5;Idea Drafted;VERDADERO;38
SESSION01559;Undergraduate;Math;12/01/2025;656;2;Writing;2;Idea Drafted;FALSO;30
SESSION01560;Undergraduate;Computer Science;16/10/2024;1634;5;Writing;2;Confused;VERDADERO;11
SESSION01561;Undergraduate;Business;19/08/2024;1849;6;Writing;2;Assignment Completed;VERDADERO;21
SESSION01562;Graduate;Psychology;17/01/2025;150;5;Writing;4;Assignment Completed;VERDADERO;44
SESSION01563;Undergraduate;Engineering;24/04/2025;3784;11;Research;5;Confused;FALSO;50
SESSION01564;Undergraduate;Math;13/11/2024;2274;7;Research;5;Idea Drafted;VERDADERO;50
SESSION01565;Undergraduate;Psychology;03/02/2025;3285;10;Coding;3;Assignment Completed;VERDADERO;28
SESSION01566;Graduate;Engineering;20/11/2024;978;2;Writing;4;Gave Up;FALSO;50
SESSION01567;Undergraduate;Math;26/02/2025;4251;10;Homework Help;2;Assignment Completed;FALSO;16
SESSION01568;Undergraduate;Computer Science;30/01/2025;1573;4;Coding;5;Idea Drafted;VERDADERO;42
SESSION01569;Undergraduate;Business;28/09/2024;1829;7;Studying;3;Assignment Completed;FALSO;36
SESSION01570;Graduate;Psychology;20/08/2024;4015;18;Studying;1;Assignment Completed;VERDADERO;13
SESSION01571;Graduate;Computer Science;30/10/2024;50;1;Writing;4;Assignment Completed;VERDADERO;48
SESSION01572;High School;History;29/01/2025;1053;2;Homework Help;4;Idea Drafted;VERDADERO;43
SESSION01573;Undergraduate;Business;02/08/2024;4341;9;Writing;3;Assignment Completed;VERDADERO;16
SESSION01574;High School;Psychology;16/10/2024;272;1;Brainstorming;3;Idea Drafted;VERDADERO;39
SESSION01575;Graduate;Psychology;02/07/2024;3552;11;Writing;1;Assignment Completed;VERDADERO;10
SESSION01576;Undergraduate;Psychology;19/04/2025;167;7;Coding;4;Assignment Completed;VERDADERO;33
SESSION01577;Undergraduate;Psychology;04/01/2025;635;1;Studying;5;Gave Up;VERDADERO;50
SESSION01578;Graduate;Math;03/06/2025;299;1;Coding;3;Idea Drafted;VERDADERO;24
SESSION01579;High School;Math;22/10/2024;892;2;Coding;3;Assignment Completed;VERDADERO;34
SESSION01580;Undergraduate;Psychology;31/01/2025;1463;3;Homework Help;5;Confused;FALSO;46
SESSION01581;High School;Psychology;19/02/2025;3797;10;Writing;4;Assignment Completed;VERDADERO;40
SESSION01582;Undergraduate;Biology;27/04/2025;368;1;Coding;2;Assignment Completed;FALSO;20
SESSION01583;High School;History;22/05/2025;153;1;Writing;4;Idea Drafted;FALSO;32
SESSION01584;Undergraduate;Biology;07/09/2024;1711;6;Studying;2;Idea Drafted;FALSO;32
SESSION01585;High School;Engineering;31/08/2024;2103;4;Brainstorming;5;Assignment Completed;VERDADERO;50
SESSION01586;Undergraduate;Business;04/06/2025;2212;5;Coding;3;Assignment Completed;VERDADERO;23
SESSION01587;Graduate;Psychology;05/09/2024;3316;10;Coding;4;Assignment Completed;VERDADERO;48
SESSION01588;High School;History;05/08/2024;2454;8;Research;5;Idea Drafted;VERDADERO;50
SESSION01589;Undergraduate;Business;03/09/2024;2058;9;Writing;2;Assignment Completed;VERDADERO;21
SESSION01590;Undergraduate;Engineering;15/05/2025;3043;7;Studying;3;Gave Up;FALSO;25
SESSION01591;Graduate;History;23/04/2025;1178;3;Writing;5;Assignment Completed;FALSO;45
SESSION01592;Graduate;Psychology;03/05/2025;4414;16;Writing;4;Assignment Completed;VERDADERO;34
SESSION01593;Undergraduate;Math;08/05/2025;2178;10;Studying;3;Idea Drafted;VERDADERO;22
